what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337210441339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210441867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210442950
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210443452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210562877
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1337210565917
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1337210576371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337210588043
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1337210588622
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337210589188
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337210589299
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337210589687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337210594788
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337210597946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210598981
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210599237
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337210603448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337210611343
started,bundle,org.jboss.tools.ws.jaxrs.ui,1.2.2.v20110915-1723-H22-M3,"org.jboss.tools.ws.jaxrs.ui",1337210617079
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1337210617102
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1337210617113
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1337210617119
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1337210617131
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1337210617135
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1337210617164
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1337210617170
started,bundle,org.jboss.tools.common.el.ui,3.3.0.v20110915-1551-H16-M3,"org.jboss.tools.common.el.ui",1337210617179
started,bundle,org.jboss.tools.ws.jaxrs.core,1.2.2.v20110915-1723-H22-M3,"org.jboss.tools.ws.jaxrs.core",1337210617193
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1337210617740
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337210623687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337210626532
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337210627951
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337210633518
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210642594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210642734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210646020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210720032
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337210730850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337210739871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337210740511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210742318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210753206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210772379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210782941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337210785528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337210789765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337210792327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210803834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210805017
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1337210806180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210806702
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210811308
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337210812992
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.debug",1337210817357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210817372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210818168
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1337210821829
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210836830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210839848
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337210839864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210845477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210848374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210848773
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210852689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210852705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210859533
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1337210859573
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1337210861514
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1337210863610
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1337210869530
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1337210872810
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepOver",1337210875785
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.StepInto",1337210880569
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1337210881533
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1337210881583
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1337210888092
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Terminate",1337210888179
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337210890458
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337210938593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337210938955
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337210939195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337210942426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211041056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337211046566
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337211050712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211051348
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211051839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1337211058337
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337211061250
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337211061904
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1337211062034
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337211062548
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1337211062610
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337211062912
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337211063122
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1337211063309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337211072613
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211086427
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211092591
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1337211098623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1337211099449
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1337211110534
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337211111696
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1337211117553
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211117582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211119133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211120992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211155242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211155260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337211236032
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1337211236073
