what,kind,bundleId,bundleVersion,description,time
started,bundle,org.jboss.tools.cdi.core,1.2.0.v20110915-1759-H18-M3,"org.jboss.tools.cdi.core",1337646995574
started,bundle,org.jboss.tools.cdi.text.ext,1.2.0.v20110915-1759-H18-M3,"org.jboss.tools.cdi.text.ext",1337646995622
started,bundle,org.jboss.tools.seam.text.ext,3.3.0.v20110915-1921-H35-M3,"org.jboss.tools.seam.text.ext",1337646995716
started,bundle,org.jboss.tools.seam.core,3.3.0.v20110915-1921-H35-M3,"org.jboss.tools.seam.core",1337646995779
started,bundle,org.jboss.tools.seam.ui,3.3.0.v20110915-1921-H35-M3,"org.jboss.tools.seam.ui",1337646995787
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1337646995844
started,bundle,org.jboss.tools.jst.text.ext,3.3.0.v20110915-1635-H19-M3,"org.jboss.tools.jst.text.ext",1337646995945
started,bundle,org.jboss.tools.jst.web.kb,3.3.0.v20110915-1635-H19-M3,"org.jboss.tools.jst.web.kb",1337646996039
started,bundle,org.jboss.tools.common.validation,3.3.0.v20110915-1551-H16-M3,"org.jboss.tools.common.validation",1337646996068
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1337646996264
started,bundle,org.jboss.tools.cdi.seam.core,1.2.0.v20110915-1759-H18-M3,"org.jboss.tools.cdi.seam.core",1337646996405
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337646996517
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337646998012
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337646998030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337646999658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647010092
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337647011471
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337647012348
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1337647014955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647014973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647016193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647017621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647018758
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1337647028678
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647036562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647047861
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337647047869
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337647058375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337647060995
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1337647075146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647076903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647081657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647088198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647091772
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647093239
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647095598
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337647095614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647097232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647099587
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337647101021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337647104675
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337647120448
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1337647122626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647122653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647123999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647126712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647141497
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337647144508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647150900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647160078
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1337647160114
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1337647161310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337647162200
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1337647163281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1337647165372
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1337647166541
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1337647169149
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1337647169447
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1337720035182
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1337720035182
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1337720035214
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1337720035229
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1337720035245
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1337720035276
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1337720035292
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1337720035292
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1337720035323
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1337720035323
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1337720035339
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1337720035339
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1337720035354
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1337720035354
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1337720035354
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1337720035354
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1337720035370
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1337720035370
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1337720035385
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1337720035385
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1337720035385
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1337720035401
